,winner,num_moves,first_player.id,first_player.depth,first_player.times,first_player.num_nodes_gen,second_player.id,second_player.depth,second_player.times,second_player.num_nodes_gen
68,2,26,PlayerBFMM,3,"[0.002325, 0.002664, 0.005632, 0.001317, 0.002646, 0.004283, 0.007757, 0.006833, 0.004484, 0.003259, 0.005954, 0.003474, 0.002959]",623,PlayerAB,6,"[0.250936, 0.20884, 0.199333, 0.106812, 0.819926, 0.805796, 1.519509, 1.355325, 0.158599, 0.291553, 0.042085, 0.056649, 0.014662]",84334
69,2,26,PlayerBFMM,3,"[0.001915, 0.002896, 0.005245, 0.004307, 0.003294, 0.004362, 0.00481, 0.004636, 0.003764, 0.004733, 0.002686, 0.001464, 0.00209]",579,PlayerAB,7,"[0.499092, 1.570796, 1.413079, 1.150379, 1.201832, 1.487734, 3.297291, 1.777884, 1.173409, 0.446627, 0.02035, 0.005132, 7.4e-05]",210369
70,1,7,PlayerBFMM,4,"[0.002676, 0.003741, 0.005163, 0.000328]",177,PlayerAB,1,"[0.000407, 0.000424, 0.000438]",21
71,GameResult.TIE,42,PlayerBFMM,4,"[0.002579, 0.00375, 0.002706, 0.007478, 0.010593, 0.006589, 0.002728, 0.006078, 0.003008, 0.00248, 0.002668, 0.002922, 0.003066, 0.004306, 0.00282, 0.002071, 0.002375, 0.002604, 0.002269, 0.001293, 0.000684]",807,PlayerAB,2,"[0.00118, 0.00189, 0.001897, 0.001835, 0.002077, 0.001795, 0.00183, 0.001237, 0.000916, 0.001443, 0.000916, 0.00082, 0.000699, 0.00119, 0.000625, 0.000678, 0.000743, 0.000778, 0.000867, 0.000816, 7.5e-05]",341
72,2,20,PlayerBFMM,4,"[0.00254, 0.003684, 0.005382, 0.005922, 0.014925, 0.012682, 0.010333, 0.008011, 0.035604, 0.002916]",1263,PlayerAB,3,"[0.004203, 0.005974, 0.005878, 0.012428, 0.010927, 0.011471, 0.009899, 0.007413, 0.006375, 0.001854]",1197
73,2,38,PlayerBFMM,4,"[0.002527, 0.003761, 0.004353, 0.003147, 0.003883, 0.008696, 0.0079, 0.007154, 0.00628, 0.00433, 0.012504, 0.019773, 0.006359, 0.004757, 0.002948, 0.003236, 0.002042, 0.001795, 0.001408]",1215,PlayerAB,4,"[0.01548, 0.024863, 0.016387, 0.017115, 0.016857, 0.034112, 0.023997, 0.0274, 0.038262, 0.044232, 0.051604, 0.035769, 0.021174, 0.006208, 0.00247, 0.002525, 0.002336, 0.000647, 6.3e-05]",5589
74,GameResult.TIE,42,PlayerBFMM,4,"[0.002521, 0.003819, 0.002779, 0.007452, 0.006599, 0.007008, 0.014273, 0.005524, 0.003111, 0.004094, 0.004486, 0.003483, 0.002864, 0.003454, 0.002777, 0.00257, 0.003212, 0.003351, 0.001469, 0.002234, 0.000671]",920,PlayerAB,5,"[0.032048, 0.117957, 0.096408, 0.121105, 0.07337, 0.082548, 0.05024, 0.039888, 0.036853, 0.00993, 0.005111, 0.006875, 0.00786, 0.017399, 0.008388, 0.003875, 0.001363, 0.000882, 0.000541, 0.000281, 7.4e-05]",11316
75,1,23,PlayerBFMM,4,"[0.002555, 0.002983, 0.003252, 0.004803, 0.007809, 0.004038, 0.002948, 0.006636, 0.002889, 0.008057, 0.007308, 0.000399]",583,PlayerAB,6,"[0.21317, 0.170625, 0.150153, 0.231619, 0.486207, 0.119128, 0.045696, 0.031248, 0.144144, 0.074959, 0.043662]",27024
76,2,26,PlayerBFMM,4,"[0.002963, 0.003496, 0.011707, 0.044967, 0.005411, 0.006785, 0.007237, 0.00554, 0.0049, 0.005161, 0.003068, 0.006482, 0.002071]",1491,PlayerAB,7,"[0.497982, 1.592081, 1.420499, 1.160347, 1.187314, 1.524646, 3.356714, 1.769846, 1.164093, 0.451139, 0.019979, 0.004994, 7.2e-05]",210369
77,1,7,PlayerBFMM,5,"[0.019272, 0.005309, 0.007309, 0.000456]",443,PlayerAB,1,"[0.000408, 0.000424, 0.000622]",21
78,GameResult.TIE,42,PlayerBFMM,5,"[0.018626, 0.005403, 0.003576, 0.008831, 0.010657, 0.006821, 0.003763, 0.006378, 0.006139, 0.009014, 0.003855, 0.008405, 0.004102, 0.003425, 0.00326, 0.002854, 0.002885, 0.00554, 0.002748, 0.001493, 0.000832]",1319,PlayerAB,2,"[0.001155, 0.001875, 0.001899, 0.001602, 0.002032, 0.001736, 0.001725, 0.001198, 0.000966, 0.001363, 0.000868, 0.000844, 0.000742, 0.001021, 0.000744, 0.00065, 0.000742, 0.000894, 0.001017, 0.000916, 0.00011]",341
79,2,20,PlayerBFMM,5,"[0.021397, 0.005282, 0.007396, 0.013242, 0.016238, 0.084063, 0.01018, 0.007946, 0.036311, 0.002899]",2580,PlayerAB,3,"[0.004238, 0.005659, 0.005807, 0.012734, 0.011756, 0.010209, 0.008755, 0.007662, 0.006284, 0.001817]",1197
80,2,38,PlayerBFMM,5,"[0.019093, 0.004139, 0.009138, 0.005848, 0.006025, 0.010747, 0.023879, 0.013866, 0.051937, 0.005876, 0.014099, 0.019795, 0.018428, 0.008483, 0.00529, 0.004005, 0.005895, 0.003544, 0.001373]",2515,PlayerAB,4,"[0.015386, 0.022743, 0.016294, 0.017095, 0.017834, 0.035185, 0.024307, 0.029955, 0.037255, 0.044918, 0.050688, 0.035867, 0.02085, 0.006215, 0.002419, 0.002508, 0.002376, 0.000771, 6.3e-05]",5589
81,2,36,PlayerBFMM,5,"[0.018961, 0.005278, 0.003574, 0.00858, 0.022638, 0.01333, 0.015361, 0.006521, 0.007029, 0.004803, 0.012779, 0.004352, 0.002368, 0.005396, 0.003196, 0.004619, 0.004881, 0.003304]",1625,PlayerAB,5,"[0.032197, 0.118896, 0.095262, 0.118597, 0.074423, 0.08677, 0.050761, 0.043555, 0.038642, 0.009514, 0.00607, 0.007314, 0.005453, 0.005452, 0.006439, 0.00447, 0.001335, 7.4e-05]",11114
82,2,40,PlayerBFMM,5,"[0.018952, 0.009369, 0.005907, 0.004413, 0.009689, 0.006511, 0.01136, 0.011348, 0.014404, 0.046797, 0.013397, 0.013415, 0.016696, 0.013629, 0.010575, 0.013855, 0.008415, 0.005571, 0.002732, 0.000414]",2704,PlayerAB,6,"[0.213096, 0.068876, 0.158334, 0.400358, 0.393648, 0.599638, 0.80752, 1.233716, 1.310968, 0.997931, 0.341193, 0.240047, 0.250359, 0.185865, 0.297333, 0.066298, 0.010508, 0.000481, 0.000231, 7.5e-05]",110664
83,2,34,PlayerBFMM,5,"[0.018349, 0.004206, 0.01251, 0.046071, 0.03733, 0.0178, 0.046926, 0.014025, 0.008341, 0.012163, 0.032964, 0.006337, 0.004046, 0.006859, 0.003454, 0.006423, 0.006139]",3450,PlayerAB,7,"[0.479396, 1.517125, 1.385563, 1.136749, 0.506882, 0.878594, 0.553365, 0.21918, 0.162678, 0.256575, 0.295861, 0.094283, 0.052171, 0.012721, 0.006216, 0.003037, 6.5e-05]",120838
84,1,7,PlayerBFMM,6,"[0.019009, 0.005705, 0.009422, 0.000329]",481,PlayerAB,1,"[0.000416, 0.000433, 0.000438]",21
85,2,36,PlayerBFMM,6,"[0.01927, 0.005634, 0.016908, 0.057618, 0.015234, 0.010591, 0.007874, 0.026683, 0.006391, 0.009253, 0.004706, 0.008762, 0.004957, 0.004504, 0.008737, 0.005954, 0.006481, 0.004274]",2476,PlayerAB,2,"[0.001247, 0.001843, 0.001899, 0.001577, 0.002379, 0.00196, 0.001906, 0.001199, 0.000932, 0.001383, 0.000818, 0.000843, 0.000708, 0.000974, 0.001116, 0.00072, 0.000936, 0.000423]",321
86,2,28,PlayerBFMM,6,"[0.020533, 0.006041, 0.009774, 0.014596, 0.035053, 0.025637, 0.041758, 0.059248, 0.015818, 0.01458, 0.016594, 0.084677, 0.033064, 0.003326]",4603,PlayerAB,3,"[0.004531, 0.005945, 0.006104, 0.013189, 0.014206, 0.008015, 0.012761, 0.017236, 0.014697, 0.015862, 0.015768, 0.007329, 0.012772, 0.003737]",2286
87,2,40,PlayerBFMM,6,"[0.019225, 0.016535, 0.005523, 0.035718, 0.020573, 0.015563, 0.008383, 0.063392, 0.027756, 0.013488, 0.025092, 0.01763, 0.015684, 0.008506, 0.005781, 0.01305, 0.005989, 0.003032, 0.002766, 0.000445]",3767,PlayerAB,4,"[0.015755, 0.010957, 0.021311, 0.018853, 0.022669, 0.030479, 0.023526, 0.031233, 0.034267, 0.021354, 0.027682, 0.013014, 0.009662, 0.011469, 0.003249, 0.00307, 0.001295, 0.00136, 0.00076, 7e-05]",4510
88,2,38,PlayerBFMM,6,"[0.019368, 0.00576, 0.020524, 0.061098, 0.024121, 0.022462, 0.040793, 0.020544, 0.021111, 0.04759, 0.069324, 0.092207, 0.129172, 0.04219, 0.020645, 0.008018, 0.006683, 0.014879, 0.001212]",7322,PlayerAB,5,"[0.03311, 0.118864, 0.098667, 0.121179, 0.073584, 0.080816, 0.065999, 0.264449, 0.276366, 0.148441, 0.155984, 0.122433, 0.08511, 0.025089, 0.00435, 0.005109, 0.004261, 0.001253, 6.3e-05]",24943
89,2,38,PlayerBFMM,6,"[0.018611, 0.012283, 0.032149, 0.03218, 0.01468, 0.048621, 0.01781, 0.015571, 0.015915, 0.026786, 0.025837, 0.035459, 0.013197, 0.007838, 0.007531, 0.008007, 0.003149, 0.008439, 0.002477]",3883,PlayerAB,6,"[0.2088, 0.064711, 0.257194, 0.50697, 0.46751, 0.359255, 0.120966, 0.113436, 0.26512, 0.122284, 0.066358, 0.024521, 0.051338, 0.018031, 0.012521, 0.004891, 0.002635, 0.000543, 0.000252]",41426
90,2,22,PlayerBFMM,6,"[0.018708, 0.016359, 0.005737, 0.034904, 0.019314, 0.148539, 0.088257, 0.004831, 0.004457, 0.002506, 0.003395]",4383,PlayerAB,7,"[0.472743, 0.407477, 1.465665, 1.115691, 2.414317, 6.602716, 2.25011, 0.224225, 0.087059, 0.064943, 0.115516]",227230
91,1,7,PlayerBFMM,7,"[0.029835, 0.007186, 0.017978, 0.000603]",699,PlayerAB,1,"[0.000427, 0.000435, 0.000605]",21
92,2,36,PlayerBFMM,7,"[0.030239, 0.006424, 0.019258, 0.063419, 0.015542, 0.010359, 0.007716, 0.031408, 0.021783, 0.011147, 0.01121, 0.015907, 0.005917, 0.00504, 0.009332, 0.006277, 0.010077, 0.004391]",2991,PlayerAB,2,"[0.001287, 0.002353, 0.001954, 0.001704, 0.002202, 0.001879, 0.001769, 0.001306, 0.000931, 0.001494, 0.000878, 0.000841, 0.000781, 0.001234, 0.001026, 0.000627, 0.000878, 0.000357]",321
93,2,32,PlayerBFMM,7,"[0.028373, 0.006418, 0.015639, 0.035136, 0.037652, 0.030011, 0.102623, 0.092823, 0.031158, 0.037989, 0.073559, 0.047474, 0.023217, 0.022425, 0.018867, 0.003579]",6897,PlayerAB,3,"[0.004123, 0.005428, 0.005691, 0.013258, 0.013616, 0.00808, 0.012905, 0.008436, 0.010004, 0.003028, 0.017453, 0.012477, 0.008496, 0.006582, 0.006875, 0.000763]",2019
94,2,40,PlayerBFMM,7,"[0.027812, 0.016607, 0.055129, 0.126721, 0.023803, 0.01708, 0.010055, 0.127438, 0.029173, 0.05698, 0.02622, 0.018388, 0.018162, 0.009096, 0.007946, 0.012578, 0.006177, 0.003306, 0.002848, 0.000375]",6787,PlayerAB,4,"[0.015468, 0.011012, 0.023132, 0.019016, 0.02328, 0.031156, 0.025042, 0.033434, 0.034459, 0.021583, 0.027983, 0.013981, 0.009522, 0.011363, 0.003282, 0.003046, 0.00136, 0.001287, 0.000787, 7.1e-05]",4510
95,2,20,PlayerBFMM,7,"[0.029454, 0.006346, 0.018152, 0.063331, 0.073172, 0.060637, 0.006149, 0.004681, 0.025511, 0.002797]",3284,PlayerAB,5,"[0.034075, 0.116594, 0.095527, 0.129036, 0.049927, 0.03562, 0.00999, 0.094871, 0.035038, 0.081323]",10582
96,2,16,PlayerBFMM,7,"[0.027592, 0.014511, 0.034464, 0.043817, 0.038116, 0.019006, 0.01598, 0.00421]",2354,PlayerAB,6,"[0.213039, 0.069121, 0.270893, 0.532855, 0.370958, 0.376809, 0.259078, 0.127263]",33435
97,1,33,PlayerBFMM,7,"[0.034298, 0.018154, 0.053259, 0.126818, 0.019504, 0.286928, 0.154112, 0.058168, 0.142668, 0.373801, 0.037815, 0.039571, 0.039241, 0.024664, 0.023883, 0.007516, 0.000584]",15783,PlayerAB,7,"[0.528699, 0.449732, 1.537691, 1.136977, 2.386004, 3.357216, 1.529407, 1.639639, 1.095306, 1.279843, 0.614986, 0.34833, 0.112848, 0.027847, 0.011097, 0.002659]",235878
98,1,7,PlayerBFMM,1,"[0.000458, 0.000457, 0.000468, 0.000344]",28,PlayerMM,1,"[0.000432, 0.000441, 0.000455]",21
99,2,14,PlayerBFMM,1,"[0.00046, 0.000459, 0.000474, 0.000493, 0.000511, 0.000591, 0.000543]",49,PlayerMM,2,"[0.003174, 0.003466, 0.003423, 0.003535, 0.003625, 0.003693, 0.003107]",384
100,2,10,PlayerBFMM,1,"[0.000454, 0.00048, 0.000473, 0.000495, 0.000725]",35,PlayerMM,3,"[0.022601, 0.023827, 0.021492, 0.028063, 0.027995]",1862
101,2,12,PlayerBFMM,1,"[0.000571, 0.000473, 0.000479, 0.000505, 0.000483, 0.00052]",42,PlayerMM,4,"[0.174107, 0.165532, 0.166696, 0.170423, 0.170366, 0.102387]",15572
102,2,14,PlayerBFMM,1,"[0.000428, 0.00046, 0.000463, 0.000514, 0.000524, 0.000548, 0.000538]",49,PlayerMM,5,"[1.134208, 1.180662, 1.236672, 1.2169, 1.243443, 1.232718, 0.661374]",124964
103,2,10,PlayerBFMM,1,"[0.000463, 0.000443, 0.000475, 0.000471, 0.000497]",35,PlayerMM,6,"[7.745636, 7.703654, 8.080234, 7.618531, 3.835595]",592595
104,2,12,PlayerBFMM,1,"[0.000606, 0.000464, 0.000464, 0.000498, 0.000546, 0.000596]",42,PlayerMM,7,"[55.081914, 54.013651, 59.046108, 60.876929, 54.729143, 40.809497]",5111583
105,1,7,PlayerBFMM,2,"[0.000762, 0.000801, 0.001068, 0.000334]",51,PlayerMM,1,"[0.000491, 0.00043, 0.000444]",21
106,2,24,PlayerBFMM,2,"[0.000816, 0.000815, 0.000841, 0.00082, 0.001924, 0.00314, 0.002018, 0.001009, 0.000915, 0.00127, 0.001383, 0.001292]",194,PlayerMM,2,"[0.003085, 0.003163, 0.003349, 0.003429, 0.003619, 0.003693, 0.003803, 0.00377, 0.002099, 0.001445, 0.001579, 0.000814]",524
107,2,40,PlayerBFMM,2,"[0.000753, 0.000894, 0.001093, 0.00196, 0.004515, 0.003065, 0.002544, 0.005715, 0.006203, 0.004135, 0.001437, 0.004639, 0.0045, 0.002821, 0.002841, 0.001522, 0.001745, 0.000884, 0.001166, 0.000421]",589,PlayerMM,3,"[0.022032, 0.025831, 0.020813, 0.02332, 0.023778, 0.02488, 0.025596, 0.029585, 0.03279, 0.03029, 0.031361, 0.033031, 0.031149, 0.019289, 0.011899, 0.010475, 0.002616, 0.001104, 0.000733, 8.1e-05]",5508
108,2,40,PlayerBFMM,2,"[0.000789, 0.00105, 0.00276, 0.001639, 0.001499, 0.00311, 0.005182, 0.003827, 0.004535, 0.001665, 0.001964, 0.005009, 0.007761, 0.003272, 0.002714, 0.004098, 0.002162, 0.00142, 0.001817, 0.000383]",600,PlayerMM,4,"[0.165383, 0.164958, 0.172607, 0.194571, 0.18883, 0.163788, 0.195825, 0.203094, 0.214623, 0.16557, 0.17573, 0.183002, 0.167281, 0.167005, 0.065699, 0.050595, 0.010268, 0.002935, 0.000294, 6.3e-05]",35548
109,2,22,PlayerBFMM,2,"[0.000775, 0.000882, 0.001147, 0.000858, 0.001895, 0.003082, 0.002575, 0.002473, 0.001168, 0.001357, 0.001688]",191,PlayerMM,5,"[1.1452, 1.17505, 1.274144, 1.280932, 1.249842, 1.094784, 1.104097, 0.533692, 0.20603, 0.084685, 0.030895]",140717
110,2,26,PlayerBFMM,2,"[0.000798, 0.001094, 0.000804, 0.000824, 0.001799, 0.003544, 0.002877, 0.003262, 0.003779, 0.00215, 0.006071, 0.003621, 0.003022]",390,PlayerMM,6,"[8.060966, 8.501787, 7.909407, 8.073517, 7.861589, 7.994435, 6.312906, 8.418129, 7.497685, 6.839111, 4.281966, 2.070788, 1.419703]",1300443
111,2,26,PlayerBFMM,2,"[0.00076, 0.000982, 0.004212, 0.003586, 0.002303, 0.003478, 0.002988, 0.00118, 0.001547, 0.001809, 0.001306, 0.001038, 0.002129]",374,PlayerMM,7,"[57.407108, 59.07356, 63.285477, 61.787163, 55.110503, 56.726644, 56.013355, 36.470719, 23.372453, 15.523167, 3.278327, 3.063163, 0.895093]",7251289
112,1,7,PlayerBFMM,3,"[0.001972, 0.003307, 0.003704, 0.000335]",142,PlayerMM,1,"[0.000413, 0.000431, 0.000445]",21
113,2,24,PlayerBFMM,3,"[0.001888, 0.003337, 0.003903, 0.001836, 0.002772, 0.003711, 0.00366, 0.004831, 0.001578, 0.002437, 0.001862, 0.001452]",350,PlayerMM,2,"[0.003042, 0.003144, 0.004363, 0.003859, 0.003834, 0.003959, 0.004613, 0.004348, 0.002428, 0.001542, 0.001586, 0.001031]",524
114,2,40,PlayerBFMM,3,"[0.00211, 0.003512, 0.003897, 0.004273, 0.006754, 0.006001, 0.003456, 0.007174, 0.006232, 0.006809, 0.003811, 0.004321, 0.005996, 0.003642, 0.005479, 0.002825, 0.002515, 0.0011, 0.001667, 0.000411]",940,PlayerMM,3,"[0.023514, 0.023415, 0.021203, 0.02498, 0.026793, 0.025019, 0.026225, 0.027717, 0.028764, 0.02561, 0.026708, 0.029628, 0.028822, 0.018248, 0.011501, 0.00944, 0.00248, 0.001062, 0.000705, 7.9e-05]",5508
115,2,40,PlayerBFMM,3,"[0.001895, 0.003019, 0.003423, 0.002753, 0.003782, 0.004997, 0.007282, 0.005804, 0.004856, 0.003128, 0.003433, 0.006285, 0.008648, 0.004242, 0.004169, 0.007227, 0.003661, 0.002603, 0.002099, 0.00039]",899,PlayerMM,4,"[0.163878, 0.169091, 0.173229, 0.175662, 0.182928, 0.143635, 0.20006, 0.186911, 0.190816, 0.160783, 0.169046, 0.175643, 0.147859, 0.148551, 0.058881, 0.052433, 0.010455, 0.002364, 0.000298, 6.4e-05]",35548
116,2,22,PlayerBFMM,3,"[0.002175, 0.003286, 0.002486, 0.001675, 0.002259, 0.003439, 0.002566, 0.002927, 0.001623, 0.001105, 0.001301]",314,PlayerMM,5,"[1.187285, 1.125223, 1.156325, 1.240799, 1.24341, 1.096544, 1.034316, 0.487957, 0.188804, 0.074954, 0.027093]",140717
117,2,26,PlayerBFMM,3,"[0.002001, 0.002271, 0.002944, 0.001171, 0.002435, 0.003964, 0.007025, 0.006531, 0.00444, 0.003163, 0.005691, 0.003497, 0.002952]",623,PlayerMM,6,"[7.762327, 7.903352, 7.924217, 8.01226, 7.844448, 7.880746, 6.270037, 8.326382, 7.489494, 6.518739, 4.116924, 1.981603, 1.410657]",1300443
118,2,26,PlayerBFMM,3,"[0.002013, 0.002991, 0.005063, 0.004262, 0.003276, 0.005947, 0.004661, 0.004718, 0.003822, 0.004651, 0.002815, 0.001568, 0.002074]",579,PlayerMM,7,"[54.944147, 56.199118, 60.777049, 57.661573, 671.164415, 55.445409, 53.636816, 36.667701, 23.269857, 15.487236, 3.281997, 3.062292, 0.888299]",7251289
119,1,7,PlayerBFMM,4,"[0.002513, 0.003748, 0.005083, 0.000328]",177,PlayerMM,1,"[0.000418, 0.000429, 0.000443]",21
120,GameResult.TIE,42,PlayerBFMM,4,"[0.002487, 0.003687, 0.002712, 0.007392, 0.010272, 0.006737, 0.002859, 0.006032, 0.002979, 0.00259, 0.002718, 0.002809, 0.003023, 0.002953, 0.002529, 0.002112, 0.002085, 0.00236, 0.002172, 0.001259, 0.000633]",807,PlayerMM,2,"[0.003201, 0.003138, 0.003256, 0.003386, 0.003394, 0.003645, 0.003779, 0.002902, 0.002003, 0.001409, 0.001504, 0.001491, 0.001403, 0.000948, 0.001047, 0.000942, 0.000978, 0.000935, 0.001046, 0.00079, 7.3e-05]",619
121,2,20,PlayerBFMM,4,"[0.002546, 0.004011, 0.005014, 0.006043, 0.015235, 0.012655, 0.0087, 0.007007, 0.035471, 0.003734]",1263,PlayerMM,3,"[0.021348, 0.022163, 0.02046, 0.023894, 0.024796, 0.025696, 0.025427, 0.024789, 0.019974, 0.013877]",3561
122,2,38,PlayerBFMM,4,"[0.002636, 0.003448, 0.004423, 0.003282, 0.003881, 0.008971, 0.007743, 0.00709, 0.006177, 0.004245, 0.0126, 0.019446, 0.006311, 0.004559, 0.002947, 0.003308, 0.002056, 0.001834, 0.001367]",1215,PlayerMM,4,"[0.160457, 0.162576, 0.169879, 0.173005, 0.173815, 0.144346, 0.180374, 0.189442, 0.190784, 0.146602, 0.16314, 0.15339, 0.080646, 0.033378, 0.005956, 0.004894, 0.005188, 0.000736, 7.9e-05]",31974
123,GameResult.TIE,42,PlayerBFMM,4,"[0.002498, 0.003765, 0.002735, 0.007521, 0.006301, 0.006885, 0.015667, 0.005355, 0.003128, 0.003781, 0.004492, 0.003429, 0.002752, 0.003144, 0.002662, 0.002852, 0.003254, 0.00338, 0.001524, 0.002213, 0.000666]",920,PlayerMM,5,"[1.101942, 1.103935, 1.153614, 1.193036, 1.200483, 1.254919, 1.205026, 0.599449, 0.419985, 0.18351, 0.078813, 0.080908, 0.070261, 0.076111, 0.051431, 0.011144, 0.002913, 0.001478, 0.000801, 0.000383, 7.6e-05]",155440
124,1,23,PlayerBFMM,4,"[0.002613, 0.002608, 0.003181, 0.004469, 0.007721, 0.00412, 0.002786, 0.006454, 0.002786, 0.007734, 0.006572, 0.000388]",583,PlayerMM,6,"[7.782051, 7.930122, 7.949081, 7.975144, 7.817716, 3.281634, 1.223645, 0.881366, 1.269911, 0.898044, 0.829891]",787698
125,2,26,PlayerBFMM,4,"[0.00249, 0.00337, 0.011598, 0.044482, 0.005406, 0.006776, 0.006517, 0.005426, 0.004911, 0.005097, 0.003099, 0.006273, 0.002053]",1491,PlayerMM,7,"[55.113594, 56.291167, 58.953787, 57.829697, 52.446831, 53.918164, 53.838546, 36.477922, 23.20456, 15.497043, 3.285238, 3.058962, 0.887593]",7251289
126,1,7,PlayerBFMM,5,"[0.01847, 0.005178, 0.007183, 0.000376]",443,PlayerMM,1,"[0.000412, 0.00047, 0.000457]",21
127,GameResult.TIE,42,PlayerBFMM,5,"[0.018644, 0.005177, 0.003549, 0.008896, 0.012115, 0.007057, 0.003771, 0.006452, 0.006065, 0.009406, 0.003479, 0.008188, 0.003992, 0.003342, 0.003318, 0.002562, 0.003035, 0.005666, 0.002767, 0.00148, 0.00075]",1319,PlayerMM,2,"[0.003091, 0.003224, 0.003475, 0.003543, 0.003597, 0.003566, 0.003719, 0.002859, 0.002003, 0.001493, 0.001441, 0.001603, 0.001459, 0.000939, 0.000955, 0.001002, 0.001069, 0.001102, 0.001105, 0.000925, 8.6e-05]",619
128,2,20,PlayerBFMM,5,"[0.019994, 0.005285, 0.007222, 0.012581, 0.016195, 0.079384, 0.009971, 0.007992, 0.035793, 0.002875]",2580,PlayerMM,3,"[0.021576, 0.022199, 0.020132, 0.023319, 0.023969, 0.024667, 0.024982, 0.024278, 0.01676, 0.013479]",3561
129,2,38,PlayerBFMM,5,"[0.018502, 0.004864, 0.009027, 0.005816, 0.005641, 0.010522, 0.025714, 0.013573, 0.048183, 0.005886, 0.014425, 0.020029, 0.018339, 0.008098, 0.005201, 0.004148, 0.005966, 0.003556, 0.001372]",2515,PlayerMM,4,"[0.155896, 0.159233, 0.164417, 0.169348, 0.17422, 0.146777, 0.183286, 0.187643, 0.191077, 0.147859, 0.159292, 0.147628, 0.08172, 0.035339, 0.005917, 0.004906, 0.0052, 0.000792, 7.9e-05]",31974
130,2,36,PlayerBFMM,5,"[0.01817, 0.005307, 0.003427, 0.008535, 0.022797, 0.013175, 0.015235, 0.005759, 0.006575, 0.0047, 0.012878, 0.004384, 0.002279, 0.005503, 0.003213, 0.004554, 0.005012, 0.003307]",1625,PlayerMM,5,"[1.102313, 1.108149, 1.168102, 1.194129, 1.190763, 1.257303, 1.214545, 0.596705, 0.421996, 0.185716, 0.067499, 0.064569, 0.01816, 0.019358, 0.014746, 0.011374, 0.003015, 0.000394]",153227
131,2,40,PlayerBFMM,5,"[0.018501, 0.008325, 0.005887, 0.004446, 0.009831, 0.005643, 0.011125, 0.011425, 0.014677, 0.045911, 0.013319, 0.013353, 0.016896, 0.012483, 0.010274, 0.01335, 0.008224, 0.005255, 0.002766, 0.000402]",2704,PlayerMM,6,"[7.745911, 7.724796, 7.970024, 6.527514, 6.589688, 6.810124, 6.630947, 6.758494, 6.795029, 7.228462, 6.169058, 4.679833, 2.409956, 1.844742, 1.377793, 0.742406, 0.097211, 0.002304, 0.000183, 7.8e-05]",1346516
132,2,34,PlayerBFMM,5,"[0.018727, 0.004327, 0.012778, 0.046277, 0.037161, 0.017676, 0.049112, 0.012336, 0.008445, 0.012217, 0.032851, 0.00709, 0.004028, 0.006666, 0.003569, 0.006572, 0.006386]",3450,PlayerMM,7,"[55.024945, 56.155772, 58.482849, 57.65892, 50.521879, 53.730541, 54.24443, 29.731567, 30.884196, 20.36724, 20.255278, 7.261943, 1.026043, 0.21138, 0.055108, 0.029052, 0.00199]",7637595
133,1,7,PlayerBFMM,6,"[0.019096, 0.00577, 0.009317, 0.000342]",481,PlayerMM,1,"[0.000432, 0.000473, 0.000454]",21
134,2,36,PlayerBFMM,6,"[0.01908, 0.00554, 0.016548, 0.0569, 0.0139, 0.008338, 0.006838, 0.026251, 0.006253, 0.009271, 0.004662, 0.008734, 0.005012, 0.004236, 0.00805, 0.005199, 0.005752, 0.003911]",2476,PlayerMM,2,"[0.003115, 0.0031, 0.003338, 0.003255, 0.003508, 0.003503, 0.003785, 0.00283, 0.00214, 0.001407, 0.001531, 0.001497, 0.001393, 0.00094, 0.000983, 0.000983, 0.00092, 0.000333]",591
135,2,28,PlayerBFMM,6,"[0.018774, 0.005629, 0.009052, 0.013901, 0.034039, 0.024593, 0.041001, 0.058002, 0.016285, 0.014448, 0.016285, 0.083139, 0.033635, 0.003456]",4603,PlayerMM,3,"[0.021474, 0.022134, 0.020434, 0.023407, 0.023721, 0.024734, 0.025577, 0.025717, 0.023838, 0.025553, 0.02713, 0.024743, 0.03166, 0.017829]",5200
136,2,40,PlayerBFMM,6,"[0.01922, 0.016323, 0.005518, 0.035234, 0.020327, 0.015607, 0.007899, 0.063733, 0.027318, 0.013221, 0.02548, 0.016891, 0.015513, 0.008604, 0.005805, 0.012389, 0.005737, 0.002995, 0.002758, 0.000374]",3767,PlayerMM,4,"[0.156258, 0.159476, 0.162098, 0.167034, 0.172745, 0.157066, 0.16683, 0.17245, 0.186834, 0.159627, 0.174574, 0.092767, 0.042431, 0.042202, 0.015071, 0.00587, 0.001742, 0.001872, 0.00075, 6.8e-05]",30731
137,2,38,PlayerBFMM,6,"[0.01877, 0.005643, 0.016885, 0.056652, 0.023651, 0.022858, 0.040141, 0.020111, 0.020018, 0.046724, 0.070298, 0.091598, 0.129038, 0.039451, 0.020622, 0.008054, 0.006442, 0.014794, 0.001436]",7322,PlayerMM,5,"[1.098656, 1.101388, 1.142749, 1.187979, 1.188811, 1.258842, 1.107962, 1.081928, 0.74503, 0.830239, 0.882632, 0.837292, 0.553738, 0.105264, 0.012519, 0.012069, 0.012012, 0.00308, 0.000173]",201660
