,winner,num_moves,first_player.id,first_player.depth,first_player.times,first_player.num_nodes_gen,second_player.id,second_player.depth,second_player.times,second_player.num_nodes_gen
214,GameResult.TIE,42,PlayerAB,3,"[0.004101, 0.006013, 0.006071, 0.005727, 0.006771, 0.010824, 0.009581, 0.005312, 0.005473, 0.004381, 0.004309, 0.003101, 0.004126, 0.004203, 0.004504, 0.008147, 0.007518, 0.006142, 0.005402, 0.001638, 0.00021]",1647,PlayerAB,5,"[0.032477, 0.117666, 0.094944, 0.117632, 0.072426, 0.080094, 0.049934, 0.039239, 0.023577, 0.017652, 0.016971, 0.041376, 0.02892, 0.050335, 0.069653, 0.044272, 0.045424, 0.042539, 0.001172, 0.000712, 8e-05]",14875
215,2,20,PlayerAB,3,"[0.004282, 0.004233, 0.00511, 0.007553, 0.011885, 0.008306, 0.005979, 0.008067, 0.005843, 0.005322]",1076,PlayerAB,6,"[0.204257, 0.06449, 0.256759, 0.488714, 0.354649, 0.342671, 0.345421, 0.030551, 0.020548, 0.02081]",34342
216,2,22,PlayerAB,3,"[0.004101, 0.004722, 0.006091, 0.006212, 0.008691, 0.013394, 0.012914, 0.010834, 0.007154, 0.012916, 0.001714]",1398,PlayerAB,7,"[0.4795, 0.401009, 1.459194, 1.2773, 5.44154, 2.912012, 2.285502, 1.64644, 1.015304, 0.083122, 7e-05]",260381
217,1,9,PlayerAB,4,"[0.009644, 0.010256, 0.01445, 0.017383, 0.005826]",990,PlayerAB,1,"[0.000412, 0.000418, 0.000428, 0.000509]",28
218,1,39,PlayerAB,4,"[0.009538, 0.010496, 0.014136, 0.018729, 0.030199, 0.021838, 0.027963, 0.01798, 0.006351, 0.005483, 0.005794, 0.001088, 0.004218, 0.00238, 0.002062, 0.003607, 0.001855, 0.001615, 0.000732, 7.4e-05]",2933,PlayerAB,2,"[0.001129, 0.001138, 0.001899, 0.001699, 0.002174, 0.001888, 0.001858, 0.001167, 0.000973, 0.000797, 0.000817, 0.000749, 0.000616, 0.000994, 0.000605, 0.000735, 0.000579, 0.000561, 0.000181]",298
219,1,29,PlayerAB,4,"[0.009621, 0.010271, 0.014261, 0.017235, 0.023343, 0.026304, 0.013373, 0.015691, 0.009005, 0.004522, 0.008382, 0.00505, 0.002852, 0.001642, 7.3e-05]",2582,PlayerAB,3,"[0.004266, 0.004641, 0.005091, 0.005999, 0.008557, 0.008255, 0.005505, 0.005251, 0.005585, 0.004, 0.003379, 0.002506, 0.001652, 0.000273]",1030
220,2,40,PlayerAB,4,"[0.009639, 0.015048, 0.021912, 0.023324, 0.014252, 0.026569, 0.017071, 0.010632, 0.008583, 0.008214, 0.007531, 0.007709, 0.011121, 0.004598, 0.004457, 0.001242, 0.00112, 0.000804, 0.000126, 0.000238]",3041,PlayerAB,4,"[0.015403, 0.010891, 0.021651, 0.017453, 0.017324, 0.024389, 0.019319, 0.010656, 0.004856, 0.009397, 0.007864, 0.008002, 0.007539, 0.003984, 0.002023, 0.00127, 0.001274, 0.000743, 0.00031, 7.3e-05]",2852
221,2,28,PlayerAB,4,"[0.009952, 0.01051, 0.014731, 0.019959, 0.030396, 0.025946, 0.0355, 0.043186, 0.02874, 0.024529, 0.043067, 0.021438, 0.007591, 0.002159]",4843,PlayerAB,5,"[0.033221, 0.038397, 0.116041, 0.099848, 0.087749, 0.098923, 0.1328, 0.089004, 0.05304, 0.073672, 0.060871, 0.007569, 0.002128, 0.000356]",13911
222,2,34,PlayerAB,4,"[0.009755, 0.01324, 0.018965, 0.012036, 0.028724, 0.020561, 0.029514, 0.025987, 0.051613, 0.076669, 0.068287, 0.067636, 0.056857, 0.04061, 0.024654, 0.006897, 0.001589]",8045,PlayerAB,6,"[0.202523, 0.064489, 0.105464, 0.197863, 0.213508, 0.483779, 0.339494, 0.320417, 0.625879, 0.760875, 0.618192, 0.251556, 0.604641, 0.27988, 0.009261, 0.001219, 0.000444]",75176
223,2,38,PlayerAB,4,"[0.009655, 0.01514, 0.021415, 0.023445, 0.046331, 0.091415, 0.048371, 0.048463, 0.032856, 0.040925, 0.054957, 0.035843, 0.019327, 0.02376, 0.005323, 0.004215, 0.002471, 0.000547, 0.000127]",7895,PlayerAB,7,"[0.470241, 0.396868, 1.441061, 1.27655, 5.418811, 2.903191, 2.278877, 1.62717, 1.011256, 1.71415, 0.562756, 0.976615, 0.561436, 0.068064, 0.011957, 0.009536, 0.00054, 0.000181, 7.6e-05]",312294
224,1,7,PlayerAB,5,"[0.130332, 0.122265, 0.033764, 0.012125]",5259,PlayerAB,1,"[0.000416, 0.000449, 0.000443]",21
225,2,24,PlayerAB,5,"[0.130608, 0.122792, 0.078842, 0.07294, 0.081429, 0.042623, 0.083221, 0.120341, 0.037782, 0.020857, 0.001192, 0.000307]",12880,PlayerAB,2,"[0.001235, 0.001504, 0.002292, 0.001242, 0.002233, 0.002896, 0.001358, 0.001858, 0.001285, 0.000907, 0.000824, 6.3e-05]",267
226,1,35,PlayerAB,5,"[0.129943, 0.125527, 0.036711, 0.025183, 0.073187, 0.151751, 0.138428, 0.13343, 0.140761, 0.089486, 0.103771, 0.049189, 0.017527, 0.012142, 0.007874, 0.003886, 0.00025, 7.1e-05]",19078,PlayerAB,3,"[0.004476, 0.004814, 0.004472, 0.006097, 0.008254, 0.009489, 0.011603, 0.012307, 0.010102, 0.012041, 0.010278, 0.005057, 0.002816, 0.002843, 0.001171, 0.000633, 0.000198]",1586
227,2,34,PlayerAB,5,"[0.130288, 0.12275, 0.079015, 0.110808, 0.043602, 0.03794, 0.106393, 0.152539, 0.298851, 0.229002, 0.360708, 0.309249, 0.312416, 0.072927, 0.02175, 0.005679, 0.000387]",35289,PlayerAB,4,"[0.020629, 0.026406, 0.035311, 0.051802, 0.036109, 0.012124, 0.032753, 0.038771, 0.079161, 0.067637, 0.064892, 0.064042, 0.064841, 0.029317, 0.021831, 0.005695, 0.000324]",9499
228,2,20,PlayerAB,5,"[0.129741, 0.126644, 0.079223, 0.074708, 0.080821, 0.043063, 0.082786, 0.114207, 0.065334, 0.078164]",14003,PlayerAB,5,"[0.068344, 0.054069, 0.10857, 0.073608, 0.05921, 0.163576, 0.088182, 0.098724, 0.043398, 0.081292]",13016
229,GameResult.TIE,42,PlayerAB,5,"[0.135399, 0.118919, 0.097189, 0.088912, 0.043943, 0.031727, 0.060156, 0.021424, 0.036142, 0.030642, 0.014417, 0.014338, 0.026823, 0.018632, 0.016617, 0.014222, 0.00789, 0.001098, 0.00022, 0.000217, 0.000133]",12591,PlayerAB,6,"[0.368403, 0.271264, 0.197643, 0.167109, 0.104578, 0.069614, 0.066743, 0.082507, 0.087945, 0.021881, 0.033741, 0.027984, 0.051428, 0.045157, 0.040616, 0.018967, 0.003558, 0.000337, 0.000111, 0.000111, 8e-05]",26927
230,GameResult.TIE,42,PlayerAB,5,"[0.130183, 0.12099, 0.097798, 0.093977, 0.043483, 0.031748, 0.059835, 0.021295, 0.036445, 0.035776, 0.028543, 0.033196, 0.045179, 0.020847, 0.020155, 0.014387, 0.003958, 0.001184, 0.000226, 0.000222, 0.000139]",13400,PlayerAB,7,"[1.501506, 1.406087, 1.591605, 0.473093, 0.29606, 0.152303, 0.221694, 0.200332, 0.099057, 0.106585, 0.185175, 0.14196, 0.179909, 0.063448, 0.048652, 0.012295, 0.002048, 0.00034, 0.000115, 0.000114, 8.2e-05]",108533
231,1,7,PlayerAB,6,"[0.073259, 0.148391, 0.174797, 0.091214]",8296,PlayerAB,1,"[0.000414, 0.000457, 0.000509]",21
232,1,41,PlayerAB,6,"[0.073009, 0.146166, 0.273525, 0.359186, 0.08815, 0.246534, 0.431844, 0.404555, 0.264728, 0.2501, 0.615456, 0.428353, 0.199643, 0.115755, 0.156374, 0.04432, 0.00616, 0.000798, 0.000403, 0.000127, 5.8e-05]",62446,PlayerAB,2,"[0.001151, 0.00193, 0.001943, 0.001567, 0.001598, 0.001283, 0.002861, 0.00282, 0.002187, 0.002115, 0.002368, 0.002738, 0.002948, 0.003158, 0.002324, 0.001982, 0.000997, 0.000516, 0.000582, 0.000186]",513
233,1,23,PlayerAB,6,"[0.075571, 0.146787, 0.166242, 0.237288, 1.1441, 3.380638, 0.860561, 0.997087, 0.682454, 0.633717, 0.055946, 0.016086]",130082,PlayerAB,3,"[0.004771, 0.005829, 0.005657, 0.012493, 0.016176, 0.012778, 0.008616, 0.011682, 0.008666, 0.009127, 0.009516]",1652
234,2,36,PlayerAB,6,"[0.07299, 0.204055, 0.341685, 0.2163, 0.264855, 0.877636, 1.284079, 0.497033, 0.396777, 0.258422, 0.115758, 0.080612, 0.013263, 0.016965, 0.008332, 0.001818, 0.000886, 0.001094]",72441,PlayerAB,4,"[0.015307, 0.011454, 0.021406, 0.018657, 0.022466, 0.023383, 0.01907, 0.02346, 0.029605, 0.014315, 0.01896, 0.00734, 0.002453, 0.005, 0.002134, 0.00103, 0.000508, 7.1e-05]",3673
235,GameResult.TIE,42,PlayerAB,6,"[0.072962, 0.146245, 0.272762, 0.359758, 0.09176, 0.243481, 0.284699, 0.207995, 0.226523, 0.049856, 0.013198, 0.019709, 0.044123, 0.030648, 0.01941, 0.012315, 0.006416, 0.00223, 0.00078, 0.000116, 0.000148]",33625,PlayerAB,5,"[0.032193, 0.117409, 0.094629, 0.097357, 0.078624, 0.067413, 0.108782, 0.036774, 0.08979, 0.015716, 0.002307, 0.019209, 0.018915, 0.009724, 0.007976, 0.004031, 0.002955, 0.001345, 0.000246, 0.000149, 7.8e-05]",12694
236,1,27,PlayerAB,6,"[0.073127, 0.077726, 0.237394, 0.117023, 0.294175, 0.194998, 0.256956, 0.266887, 0.742784, 0.488679, 0.10761, 0.023455, 0.010603, 6.6e-05]",44916,PlayerAB,6,"[0.203854, 0.064423, 0.101669, 0.189456, 0.207132, 0.479836, 0.346316, 0.313118, 0.623692, 0.420456, 0.141914, 0.047242, 0.021651]",49027
237,2,20,PlayerAB,6,"[0.073281, 0.197065, 0.347399, 0.216366, 0.459878, 0.544174, 0.330812, 0.084404, 0.01605, 0.001316]",37059,PlayerAB,7,"[0.472326, 0.397465, 1.44893, 1.119877, 1.014455, 0.810009, 0.169352, 0.016414, 0.001509, 7.4e-05]",88483
238,1,9,PlayerAB,7,"[2.984196, 1.5928, 1.597845, 0.446969, 4.85632]",191439,PlayerAB,1,"[0.00043, 0.000431, 0.000447, 0.000464]",28
239,1,9,PlayerAB,7,"[3.002156, 1.59849, 1.61099, 0.446006, 4.87029]",191439,PlayerAB,2,"[0.001501, 0.001685, 0.001612, 0.001808]",117
240,1,11,PlayerAB,7,"[2.988911, 1.594597, 1.601171, 0.450375, 0.022134, 0.000573]",114197,PlayerAB,3,"[0.007226, 0.006186, 0.004154, 0.004894, 0.004629]",484
241,1,17,PlayerAB,7,"[3.001422, 2.065732, 1.801231, 1.297948, 1.038751, 1.225503, 0.221538, 0.00069, 6.5e-05]",176155,PlayerAB,4,"[0.030528, 0.065742, 0.045663, 0.032409, 0.032062, 0.036626, 0.011991, 0.00051]",4246
242,1,25,PlayerAB,7,"[2.990679, 1.595566, 1.203128, 1.204617, 2.144993, 1.990325, 1.499174, 1.893479, 0.739321, 0.311228, 0.017688, 0.00076, 6.7e-05]",249126,PlayerAB,5,"[0.062893, 0.143592, 0.165602, 0.175378, 0.16104, 0.111747, 0.123421, 0.109478, 0.066223, 0.067893, 0.009475, 0.000699]",18943
243,1,37,PlayerAB,7,"[2.989182, 2.052037, 3.910888, 4.164226, 3.764106, 1.491696, 2.031535, 1.94386, 1.201737, 0.247828, 0.1022, 0.040922, 0.037366, 0.026198, 0.007632, 0.006267, 0.005935, 0.000823, 5.9e-05]",379935,PlayerAB,6,"[0.580178, 1.167791, 0.821336, 1.099195, 1.234427, 0.2588, 0.535917, 0.585764, 0.245307, 0.089371, 0.039772, 0.021055, 0.015449, 0.006685, 0.004726, 0.003425, 0.001486, 0.000733]",106346
244,GameResult.TIE,42,PlayerAB,7,"[2.993818, 2.066893, 3.890461, 4.147176, 3.775077, 1.629353, 0.970649, 0.506744, 0.455989, 0.236877, 0.4109, 0.891939, 0.105953, 0.033588, 0.05501, 0.006483, 0.001025, 0.000588, 0.000348, 0.000114, 0.000115]",354766,PlayerAB,7,"[2.050004, 2.907926, 2.219944, 2.426583, 2.98722, 1.261972, 0.784559, 0.332212, 0.272674, 0.16133, 0.203776, 0.394639, 0.042785, 0.024661, 0.013823, 0.002255, 0.000837, 0.000465, 0.000233, 0.000117, 7.8e-05]",255047
245,1,7,PlayerAB,1,"[0.000418, 0.000417, 0.000429, 0.00042]",28,PlayerMM,1,"[0.000414, 0.000421, 0.000482]",21
246,2,14,PlayerAB,1,"[0.000419, 0.000418, 0.000428, 0.000476, 0.00049, 0.000479, 0.000492]",49,PlayerMM,2,"[0.003129, 0.003215, 0.003213, 0.003405, 0.003601, 0.003588, 0.003033]",384
247,2,10,PlayerAB,1,"[0.000412, 0.000416, 0.000429, 0.00044, 0.000459]",35,PlayerMM,3,"[0.02168, 0.022379, 0.020125, 0.023781, 0.01804]",1862
248,2,12,PlayerAB,1,"[0.000416, 0.000473, 0.00056, 0.000479, 0.000513, 0.000482]",42,PlayerMM,4,"[0.154646, 0.163202, 0.162283, 0.168416, 0.172977, 0.102619]",15572
249,2,14,PlayerAB,1,"[0.000412, 0.000429, 0.000431, 0.000448, 0.000475, 0.00049, 0.000552]",49,PlayerMM,5,"[1.099139, 1.099642, 1.145958, 1.212976, 1.238264, 1.199681, 0.619431]",124964
250,2,10,PlayerAB,1,"[0.000462, 0.000421, 0.000429, 0.000446, 0.000552]",35,PlayerMM,6,"[7.764712, 7.72058, 8.063999, 7.624264, 3.847799]",592595
251,2,12,PlayerAB,1,"[0.000453, 0.000473, 0.00043, 0.000443, 0.000455, 0.00047]",42,PlayerMM,7,"[54.98323, 53.351976, 56.648076, 57.785578, 52.170901, 38.289484]",5111583
252,1,15,PlayerAB,2,"[0.001231, 0.001136, 0.001224, 0.000987, 0.001172, 0.001112, 0.000883, 0.000435]",134,PlayerMM,1,"[0.000412, 0.000517, 0.000422, 0.000579, 0.000391, 0.000405, 0.000371]",44
253,2,42,PlayerAB,2,"[0.001183, 0.001165, 0.001176, 0.001079, 0.001021, 0.001363, 0.001602, 0.001164, 0.001115, 0.001113, 0.001274, 0.001001, 0.001317, 0.001188, 0.001226, 0.000809, 0.000473, 0.000449, 0.000599, 0.000548, 0.00039]",287,PlayerMM,2,"[0.003077, 0.00319, 0.00304, 0.002463, 0.002636, 0.002607, 0.002683, 0.002988, 0.002369, 0.001536, 0.001525, 0.00156, 0.001707, 0.002292, 0.001645, 0.000987, 0.000518, 0.000533, 0.000624, 0.000495, 7.2e-05]",559
254,2,32,PlayerAB,2,"[0.001187, 0.001231, 0.001173, 0.001472, 0.001663, 0.001248, 0.002012, 0.001648, 0.001702, 0.001366, 0.00158, 0.001008, 0.000705, 0.000815, 0.000798, 0.000618]",293,PlayerMM,3,"[0.021686, 0.022426, 0.020963, 0.015271, 0.017191, 0.016754, 0.017137, 0.017137, 0.017834, 0.017526, 0.015506, 0.005548, 0.002931, 0.002675, 0.003032, 0.001921]",3376
255,2,24,PlayerAB,2,"[0.001122, 0.001434, 0.001509, 0.001611, 0.001283, 0.001738, 0.00103, 0.00099, 0.001064, 0.000981, 0.0008, 0.000738]",221,PlayerMM,4,"[0.15358, 0.158108, 0.164228, 0.168842, 0.156425, 0.097642, 0.050127, 0.053882, 0.046121, 0.023653, 0.020679, 0.014919]",18315
256,2,40,PlayerAB,2,"[0.001197, 0.001188, 0.00121, 0.001164, 0.001499, 0.00113, 0.001486, 0.001208, 0.001545, 0.000986, 0.000807, 0.000821, 0.000801, 0.000674, 0.000799, 0.000735, 0.000666, 0.000586, 0.000525, 0.000188]",277,PlayerMM,5,"[1.105648, 1.115391, 0.976283, 0.542954, 0.564934, 0.5856, 0.594463, 0.606162, 0.429668, 0.09726, 0.093719, 0.048701, 0.018327, 0.014866, 0.02597, 0.018094, 0.003349, 0.002763, 0.000787, 6.9e-05]",111967
257,2,18,PlayerAB,2,"[0.001127, 0.001255, 0.001674, 0.001203, 0.001595, 0.002202, 0.002336, 0.002941, 0.002687]",268,PlayerMM,6,"[7.76634, 7.726248, 8.05525, 6.612359, 6.423813, 4.345021, 2.850149, 5.153248, 2.337885]",836490
258,2,36,PlayerAB,2,"[0.001312, 0.001255, 0.001517, 0.001586, 0.002547, 0.002432, 0.002677, 0.001395, 0.002423, 0.002149, 0.003494, 0.003374, 0.003558, 0.003849, 0.002964, 0.002015, 0.000749, 0.000915]",561,PlayerMM,7,"[54.916447, 53.326349, 56.883359, 57.882881, 59.564033, 59.535733, 58.800991, 44.703211, 37.739335, 25.764445, 28.084749, 17.219337, 11.910409, 12.50813, 2.482532, 0.133572, 0.014595, 0.000387]",8808193
259,1,7,PlayerAB,3,"[0.00419, 0.006036, 0.007388, 0.002432]",355,PlayerMM,1,"[0.000412, 0.000421, 0.000435]",21
260,1,41,PlayerAB,3,"[0.00411, 0.005996, 0.006122, 0.00556, 0.007192, 0.006446, 0.006476, 0.005238, 0.003304, 0.003332, 0.004252, 0.004307, 0.006983, 0.003982, 0.001308, 0.002511, 0.002268, 0.001497, 0.000582, 0.000319, 7.4e-05]",1249,PlayerMM,2,"[0.00325, 0.003147, 0.003343, 0.003307, 0.003417, 0.003591, 0.003616, 0.002969, 0.002173, 0.00216, 0.002232, 0.002383, 0.002238, 0.00229, 0.000983, 0.001012, 0.000932, 0.001131, 0.000549, 0.000192]",659
261,2,18,PlayerAB,3,"[0.004211, 0.005999, 0.007333, 0.005952, 0.0021, 0.006433, 0.010655, 0.008938, 0.008329]",967,PlayerMM,3,"[0.021523, 0.022504, 0.020226, 0.023543, 0.022581, 0.024539, 0.024728, 0.024327, 0.02097]",3352
262,2,30,PlayerAB,3,"[0.004195, 0.004774, 0.00606, 0.006322, 0.005746, 0.001509, 0.004075, 0.006111, 0.005318, 0.002195, 0.002091, 0.003077, 0.003007, 0.003462, 0.000352]",936,PlayerMM,4,"[0.154252, 0.160471, 0.166312, 0.169287, 0.167476, 0.09696, 0.090681, 0.092203, 0.045283, 0.024115, 0.024024, 0.021817, 0.021402, 0.019383, 0.007638]",20437
263,GameResult.TIE,42,PlayerAB,3,"[0.004041, 0.005978, 0.005999, 0.005532, 0.006687, 0.010864, 0.009651, 0.005448, 0.005479, 0.0052, 0.004297, 0.003074, 0.004121, 0.00433, 0.004484, 0.008099, 0.007511, 0.006094, 0.004871, 0.001453, 0.000206]",1647,PlayerMM,5,"[1.098445, 1.10783, 1.144788, 1.185035, 1.189957, 1.254397, 1.211016, 0.593846, 0.482338, 0.31054, 0.345605, 0.149557, 0.138429, 0.146296, 0.123542, 0.180301, 0.100275, 0.080096, 0.007252, 0.000603, 0.000163]",168757
264,2,20,PlayerAB,3,"[0.00414, 0.004291, 0.005147, 0.00746, 0.011826, 0.008309, 0.005833, 0.008006, 0.005825, 0.005067]",1076,PlayerMM,6,"[7.740617, 7.736008, 7.714372, 7.391114, 7.335619, 7.6364, 6.232222, 4.227387, 1.968436, 1.178798]",947600
265,2,22,PlayerAB,3,"[0.004205, 0.004802, 0.006074, 0.006378, 0.007625, 0.013483, 0.013056, 0.011013, 0.007173, 0.013014, 0.0018]",1398,PlayerMM,7,"[54.953601, 53.265782, 56.859426, 58.07993, 52.40222, 58.435208, 52.806792, 51.293325, 51.060258, 34.717763, 13.155463]",8217343
266,1,9,PlayerAB,4,"[0.00963, 0.0104, 0.013953, 0.017245, 0.005705]",990,PlayerMM,1,"[0.00042, 0.000425, 0.000436, 0.00044]",28
267,1,39,PlayerAB,4,"[0.009695, 0.010096, 0.014011, 0.018453, 0.030229, 0.022065, 0.028136, 0.018459, 0.006748, 0.005759, 0.005793, 0.001105, 0.004334, 0.002475, 0.002092, 0.003563, 0.001829, 0.001776, 0.000749, 7.6e-05]",2933,PlayerMM,2,"[0.003156, 0.003119, 0.003212, 0.00322, 0.003518, 0.003571, 0.003746, 0.003022, 0.002072, 0.001554, 0.00155, 0.001453, 0.000947, 0.000951, 0.001034, 0.000918, 0.000519, 0.000512, 0.000184]",581
268,1,29,PlayerAB,4,"[0.010038, 0.010476, 0.014337, 0.018141, 0.023848, 0.026281, 0.013369, 0.015498, 0.009094, 0.004547, 0.008208, 0.004933, 0.00289, 0.001645, 7.4e-05]",2582,PlayerMM,3,"[0.021849, 0.022808, 0.022973, 0.019914, 0.023088, 0.02342, 0.01663, 0.014833, 0.014831, 0.01604, 0.015552, 0.005524, 0.002904, 0.002091]",3573
269,2,40,PlayerAB,4,"[0.009771, 0.015245, 0.021637, 0.023168, 0.01438, 0.02671, 0.016186, 0.010544, 0.009314, 0.007322, 0.007353, 0.00752, 0.010827, 0.004481, 0.004381, 0.001125, 0.001094, 0.00078, 0.000123, 0.000288]",3041,PlayerMM,4,"[0.153456, 0.158058, 0.172864, 0.171432, 0.15557, 0.162735, 0.08918, 0.095016, 0.045966, 0.024063, 0.024345, 0.023508, 0.024228, 0.016858, 0.004962, 0.001757, 0.002003, 0.000723, 0.000302, 6.9e-05]",21290
270,2,28,PlayerAB,4,"[0.009683, 0.010407, 0.013968, 0.0186, 0.030468, 0.026107, 0.035872, 0.046768, 0.028696, 0.024597, 0.043767, 0.02143, 0.007777, 0.002062]",4843,PlayerMM,5,"[1.111283, 1.127066, 1.099916, 1.147461, 1.226154, 1.091538, 0.897687, 0.909405, 0.78676, 0.61099, 0.810352, 0.543779, 0.254425, 0.086609]",181170
271,2,34,PlayerAB,4,"[0.009534, 0.013196, 0.018602, 0.011868, 0.02929, 0.020111, 0.029624, 0.026025, 0.050967, 0.07759, 0.069029, 0.068866, 0.057465, 0.040996, 0.02483, 0.006958, 0.001657]",8045,PlayerMM,6,"[7.812133, 7.742389, 8.107776, 6.626325, 6.871684, 5.56182, 5.043505, 3.93153, 4.996414, 4.783289, 3.567028, 3.678962, 3.810248, 1.155023, 0.225721, 0.013864, 0.000744]",1148993
272,2,38,PlayerAB,4,"[0.009721, 0.015433, 0.021793, 0.023254, 0.046191, 0.091002, 0.048522, 0.049037, 0.03297, 0.041407, 0.055049, 0.03662, 0.01904, 0.023896, 0.005136, 0.004112, 0.002365, 0.000514, 0.000127]",7895,PlayerMM,7,"[55.266765, 53.532688, 56.94383, 58.042432, 52.417351, 58.399382, 52.711795, 51.304637, 51.124863, 41.36127, 12.287852, 10.964408, 2.942508, 0.689961, 0.24922, 0.038526, 0.012303, 0.00085, 7.5e-05]",8466309
273,1,7,PlayerAB,5,"[0.13017, 0.121922, 0.033809, 0.012199]",5259,PlayerMM,1,"[0.000415, 0.000425, 0.000443]",21
274,2,24,PlayerAB,5,"[0.130366, 0.123039, 0.079226, 0.07241, 0.080635, 0.042638, 0.083191, 0.120057, 0.037805, 0.020858, 0.001291, 0.000304]",12880,PlayerMM,2,"[0.003143, 0.003135, 0.003251, 0.003352, 0.003557, 0.003618, 0.003761, 0.003011, 0.002215, 0.00146, 0.001534, 0.001173]",519
275,1,35,PlayerAB,5,"[0.136363, 0.126867, 0.034197, 0.024704, 0.072849, 0.152526, 0.137777, 0.133887, 0.140666, 0.089367, 0.104066, 0.049034, 0.017643, 0.012029, 0.00799, 0.004594, 0.000419, 0.000126]",19078,PlayerMM,3,"[0.021814, 0.0229, 0.020828, 0.023665, 0.023316, 0.024266, 0.02175, 0.023176, 0.023508, 0.027351, 0.025393, 0.015682, 0.008369, 0.005514, 0.002902, 0.002417, 0.000894]",4463
276,2,34,PlayerAB,5,"[0.138757, 0.122308, 0.078958, 0.110426, 0.044086, 0.038212, 0.111653, 0.153722, 0.300904, 0.228881, 0.361253, 0.3074, 0.314264, 0.077743, 0.02155, 0.005627, 0.000385]",35289,PlayerMM,4,"[0.157431, 0.157666, 0.165422, 0.143409, 0.175186, 0.187367, 0.165603, 0.172727, 0.177964, 0.188442, 0.157361, 0.160717, 0.166559, 0.079146, 0.056293, 0.011365, 0.007205]",34833
277,2,20,PlayerAB,5,"[0.130896, 0.12377, 0.079284, 0.072248, 0.084502, 0.045253, 0.083775, 0.114922, 0.065776, 0.077061]",14003,PlayerMM,5,"[1.107452, 1.115203, 1.145166, 1.173325, 1.01935, 1.27392, 1.119747, 1.106214, 0.820856, 0.648853]",163936
278,GameResult.TIE,42,PlayerAB,5,"[0.134976, 0.118056, 0.097529, 0.089509, 0.043296, 0.031464, 0.060542, 0.021334, 0.036144, 0.03111, 0.014785, 0.014323, 0.027174, 0.01881, 0.017022, 0.014077, 0.007678, 0.001157, 0.000218, 0.000219, 0.000132]",12591,PlayerMM,6,"[7.776009, 7.819936, 8.153355, 7.843633, 3.466248, 3.102127, 3.36731, 2.589316, 1.890569, 0.816948, 0.306731, 0.21611, 0.284742, 0.270768, 0.217344, 0.088677, 0.013457, 0.000496, 0.00011, 0.00011, 7.9e-05]",776454
279,GameResult.TIE,42,PlayerAB,5,"[0.12986, 0.118193, 0.09658, 0.100803, 0.043246, 0.031723, 0.060299, 0.021706, 0.036142, 0.036424, 0.028328, 0.03354, 0.045835, 0.020873, 0.02066, 0.014452, 0.003935, 0.001159, 0.000225, 0.000243, 0.000136]",13400,PlayerMM,7,"[55.057124, 54.541977, 57.28642, 53.122631, 20.613484, 17.238754, 18.865934, 13.11619, 8.438679, 3.013448, 3.072161, 1.904411, 2.499869, 0.700227, 0.55307, 0.096671, 0.006921, 0.000502, 0.000114, 0.000143, 8.2e-05]",4923684
280,1,7,PlayerAB,6,"[0.073308, 0.146139, 0.165941, 0.09095]",8296,PlayerMM,1,"[0.000486, 0.000422, 0.00054]",21
281,1,41,PlayerAB,6,"[0.072871, 0.146639, 0.273149, 0.375452, 0.087646, 0.246704, 0.426669, 0.418574, 0.268866, 0.250429, 0.610667, 0.444088, 0.201807, 0.116585, 0.160853, 0.042674, 0.006044, 0.000731, 0.000395, 0.000137, 6.2e-05]",62446,PlayerMM,2,"[0.003072, 0.003305, 0.003409, 0.003448, 0.003444, 0.003393, 0.003542, 0.003685, 0.003702, 0.004057, 0.00408, 0.004357, 0.003175, 0.003164, 0.003463, 0.002446, 0.000985, 0.000548, 0.000466, 0.000206]",827
282,1,23,PlayerAB,6,"[0.073766, 0.147863, 0.169562, 0.238763, 1.154715, 3.424487, 0.865406, 1.017532, 0.675767, 0.65676, 0.056496, 0.016136]",130082,PlayerMM,3,"[0.021638, 0.022277, 0.020352, 0.023246, 0.024373, 0.024713, 0.022838, 0.026628, 0.026861, 0.028084, 0.024002]",4207
283,2,36,PlayerAB,6,"[0.073416, 0.194715, 0.366114, 0.220304, 0.266578, 0.892117, 1.295939, 0.49968, 0.414445, 0.255501, 0.10986, 0.080991, 0.013262, 0.017232, 0.008364, 0.001784, 0.000915, 0.001098]",72441,PlayerMM,4,"[0.15475, 0.157495, 0.166946, 0.165616, 0.172494, 0.156869, 0.16673, 0.167409, 0.172549, 0.107009, 0.093847, 0.044241, 0.020878, 0.020398, 0.007783, 0.00214, 0.001448, 0.001009]",27720
284,GameResult.TIE,42,PlayerAB,6,"[0.07291, 0.145814, 0.273798, 0.358326, 0.08714, 0.242431, 0.285704, 0.211537, 0.226501, 0.047901, 0.012973, 0.019147, 0.044312, 0.03087, 0.019857, 0.012331, 0.006316, 0.002283, 0.000852, 0.000116, 0.000116]",33625,PlayerMM,5,"[1.110699, 1.119732, 1.164895, 1.208722, 1.215641, 1.073446, 1.118688, 0.973917, 0.761293, 0.200182, 0.066238, 0.067689, 0.068368, 0.026299, 0.013934, 0.009922, 0.006008, 0.002907, 0.000309, 0.000128, 7.7e-05]",160062
